6640,1,4,229,-7.46,-0.54,7.85,-0.23,0.35,-0.28,1.49,0.64,12.97
6697,1,4,286,-7.56,-0.10,7.70,-0.23,0.35,-0.29,5.16,32.88,10.85
6754,1,4,343,-6.65,-0.11,6.84,-0.23,0.36,-0.29,8.23,12.81,9.51
6811,1,4,400,-6.68,0.40,6.63,-0.23,0.36,-0.30,10.96,14.62,2.86
6868,1,4,457,-8.22,3.31,5.32,-0.22,0.36,-0.29,0.76,51.35,-4.24
6925,1,4,514,-10.48,8.30,6.55,-0.21,0.36,-0.31,-28.16,67.17,-5.70
6982,1,4,571,-11.74,12.14,9.70,-0.18,0.34,-0.30,-71.04,4.46,1.12
7039,1,4,628,-10.56,10.51,11.96,-0.19,0.31,-0.28,-108.98,-82.88,-5.00
7096,1,4,685,-9.39,8.02,13.43,-0.22,0.27,-0.26,-126.79,-87.09,-25.75
7153,1,4,742,-10.31,1.00,12.34,-0.24,0.25,-0.23,-126.92,-124.65,-47.22
7210,1,4,799,-12.42,-1.06,11.47,-0.25,0.20,-0.19,-108.04,-124.56,-77.93
7267,1,4,856,-5.10,-6.79,6.36,-0.27,0.16,-0.14,-77.12,-96.18,-105.55
7324,1,4,913,-2.92,-5.11,3.83,-0.25,0.12,-0.12,-59.41,23.28,-115.04
7381,1,4,970,-3.34,-5.17,-0.22,-0.23,0.09,-0.11,-24.95,-131.37,-86.83
7438,1,4,1027,-2.65,-6.30,-0.20,-0.22,0.09,-0.09,21.39,4.73,-28.33
7495,1,4,1084,-4.63,-5.60,2.15,-0.20,0.09,-0.10,71.08,-8.03,29.22
7552,1,4,1141,-9.83,-4.97,5.47,-0.22,0.11,-0.13,125.17,30.01,94.18
7609,1,4,1198,-13.38,-4.85,10.11,-0.25,0.15,-0.16,191.62,-20.17,165.95
7666,1,4,1255,-17.41,-8.63,18.09,-0.28,0.23,-0.22,270.86,-3.56,215.15
7723,1,4,1312,-19.60,-5.60,19.60,-0.32,0.39,-0.24,286.68,-59.85,216.48
7780,1,4,1369,-19.60,2.86,19.60,-0.31,0.54,-0.22,286.68,137.67,164.40
7837,1,4,1426,-18.53,4.92,19.60,-0.25,0.67,-0.17,286.68,147.05,25.28
7894,1,4,1483,-8.51,2.15,10.33,-0.24,0.73,-0.01,286.68,76.12,-59.49
7951,1,4,1540,-1.99,-1.68,6.13,-0.27,0.74,0.07,208.59,-80.84,-75.57
8008,1,4,1597,-1.16,4.45,4.68,-0.29,0.71,0.13,88.03,-62.44,-52.79
8065,1,4,1654,-1.19,4.91,2.29,-0.29,0.71,0.14,-13.61,29.70,-30.96
8122,1,4,1711,-4.49,2.27,0.87,-0.31,0.70,0.11,-98.69,50.95,-3.48
8179,1,4,1768,-4.95,0.74,3.63,-0.31,0.72,0.07,-169.85,70.14,20.41
8236,1,4,1825,-5.95,-1.94,7.53,-0.30,0.72,0.01,-227.61,73.64,34.24
8293,1,4,1882,-7.93,-3.70,9.96,-0.29,0.71,-0.08,-264.12,15.62,34.72
8350,1,4,1939,-12.72,-3.79,11.36,-0.27,0.66,-0.17,-273.60,-44.68,16.48
8407,1,4,1996,-7.79,-6.80,9.11,-0.28,0.61,-0.22,-249.44,-47.09,-0.55
8464,1,4,2053,-9.30,-7.11,10.80,-0.29,0.54,-0.24,-202.79,-85.09,-15.86
8546,1,5,1,-12.02,-8.50,8.89,-0.32,0.46,-0.23,-123.66,85.55,-3.58
8604,1,5,58,-11.11,-6.58,4.54,-0.28,0.41,-0.27,-76.32,87.44,21.17
8661,1,5,115,-10.28,-5.20,6.22,-0.26,0.41,-0.28,-42.90,52.71,25.95
8718,1,5,172,-12.41,-1.89,2.13,-0.25,0.40,-0.28,-30.13,-36.96,27.25
8775,1,5,229,-5.39,-1.73,6.62,-0.26,0.39,-0.26,-17.81,-36.27,27.41
8832,1,5,286,-7.29,-1.70,6.17,-0.27,0.39,-0.28,-5.72,62.15,16.60
8889,1,5,343,-11.81,0.07,5.85,-0.26,0.39,-0.27,-4.30,-19.28,11.99
8946,1,5,400,-8.81,6.45,5.18,-0.26,0.39,-0.28,-16.53,27.18,5.21
9003,1,5,457,-12.36,13.18,4.32,-0.23,0.38,-0.30,-64.99,121.85,-28.17
9060,1,5,514,-14.95,16.54,12.01,-0.21,0.34,-0.29,-135.00,-5.83,-47.36
9117,1,5,571,-10.33,6.72,18.16,-0.22,0.28,-0.27,-175.79,-136.92,-72.48
9174,1,5,628,-7.48,-2.72,14.99,-0.24,0.23,-0.23,-168.28,-126.76,-116.72
9231,1,5,685,-9.37,-7.27,10.28,-0.25,0.15,-0.17,-126.69,-77.03,-126.61
9288,1,5,742,-8.84,-10.27,3.83,-0.22,0.12,-0.14,-75.92,-17.60,-105.41
9345,1,5,799,-8.88,-12.58,-2.08,-0.20,0.10,-0.12,-28.41,-102.28,-61.30
9402,1,5,856,-7.19,-13.30,2.01,-0.21,0.09,-0.09,49.73,-220.74,20.77
9459,1,5,913,-10.17,-8.92,8.14,-0.27,0.11,-0.10,151.25,-10.99,172.27
9516,1,5,970,-15.52,-3.46,15.53,-0.31,0.19,-0.16,266.53,51.82,277.04
9573,1,5,1027,-18.71,-2.06,19.60,-0.34,0.30,-0.22,286.68,150.82,269.79
9630,1,5,1084,-19.60,-2.69,19.60,-0.31,0.45,-0.25,286.68,270.97,121.11
9687,1,5,1141,-19.60,3.52,19.38,-0.25,0.64,-0.20,286.68,-228.88,47.85
9744,1,5,1198,-16.80,-1.36,16.79,-0.26,0.72,-0.09,286.68,103.41,28.36
9801,1,5,1255,-0.32,-3.30,10.87,-0.26,0.74,0.00,272.76,-103.71,-32.97
9858,1,5,1312,1.69,5.36,6.50,-0.27,0.72,0.11,147.81,-25.51,-66.15
9915,1,5,1369,-4.47,8.37,1.32,-0.30,0.70,0.14,23.36,14.29,-53.70
9972,1,5,1426,-1.00,4.57,1.93,-0.31,0.69,0.13,-88.86,6.83,-24.23
10029,1,5,1483,-4.49,1.24,4.21,-0.32,0.70,0.10,-174.16,97.77,-9.39
10086,1,5,1540,-4.21,-1.64,9.84,-0.32,0.70,0.00,-234.07,69.50,-11.88
10143,1,5,1597,-11.66,-4.79,10.66,-0.31,0.68,-0.08,-268.19,74.10,-2.89
10200,1,5,1654,-11.68,-5.94,10.68,-0.32,0.64,-0.14,-264.77,19.03,-3.06
10257,1,5,1711,-7.73,-8.41,10.80,-0.31,0.60,-0.20,-236.29,48.24,-0.95
10314,1,5,1768,-7.44,-12.96,9.66,-0.29,0.52,-0.25,-187.96,26.02,13.06
10371,1,5,1825,-10.55,-11.93,7.20,-0.27,0.47,-0.27,-129.54,63.87,27.11
10428,1,5,1882,-19.60,-2.64,-0.10,-0.26,0.43,-0.29,-93.22,-91.41,32.73
10485,1,5,1939,-5.88,-0.71,3.72,-0.29,0.41,-0.28,-74.26,-48.88,54.96
10542,1,5,1996,-3.94,-0.73,5.57,-0.29,0.39,-0.25,-51.90,85.74,40.04
10599,1,5,2053,-10.63,-2.34,5.35,-0.26,0.39,-0.27,-38.23,91.36,24.39
10681,1,6,1,-6.89,0.33,7.03,-0.26,0.38,-0.28,-26.82,-16.50,9.41
10739,1,6,58,-7.49,1.92,7.70,-0.26,0.38,-0.28,-23.40,17.43,-3.02
10796,1,6,115,-9.32,4.13,5.84,-0.25,0.36,-0.29,-33.27,80.73,-9.90
10853,1,6,172,-13.47,5.52,6.01,-0.23,0.35,-0.29,-48.93,-27.71,-9.00
10910,1,6,229,-18.42,8.26,7.11,-0.23,0.33,-0.29,-79.09,-24.18,-11.43
10967,1,6,286,-16.14,10.86,9.37,-0.27,0.29,-0.24,-107.19,-173.24,-31.61
11024,1,6,343,-17.08,1.13,12.04,-0.29,0.26,-0.21,-137.19,-177.14,-89.44
11081,1,6,400,-4.27,-1.26,12.71,-0.32,0.21,-0.16,-129.25,-211.12,-166.18
11138,1,6,457,-0.56,0.46,9.67,-0.31,0.15,-0.10,-83.45,-67.98,-209.62
11195,1,6,514,-4.76,-6.98,2.13,-0.24,0.09,-0.06,-32.35,-24.54,-170.46
11252,1,6,571,-5.93,-7.69,-0.86,-0.20,0.07,-0.04,28.51,29.25,-71.72
11309,1,6,628,-9.26,-8.09,1.43,-0.19,0.06,-0.07,93.28,63.33,40.40
11366,1,6,685,-10.90,-6.81,4.16,-0.20,0.09,-0.11,155.96,26.92,151.84
11423,1,6,742,-13.01,-6.08,10.73,-0.26,0.17,-0.16,207.81,-23.13,231.53
11480,1,6,799,-14.54,-11.73,17.40,-0.30,0.26,-0.20,255.42,83.32,258.82
11537,1,6,856,-19.60,-4.91,19.60,-0.30,0.37,-0.25,286.68,189.99,153.64
11594,1,6,913,-19.60,2.64,19.60,-0.27,0.49,-0.27,286.68,-107.98,75.44
11651,1,6,970,-14.32,7.27,19.60,-0.27,0.66,-0.17,286.68,115.84,6.62
11708,1,6,1027,-9.56,7.68,16.69,-0.27,0.71,-0.07,286.68,77.73,-109.27
11765,1,6,1084,0.61,2.13,2.19,-0.31,0.72,0.01,245.96,23.88,-131.53
11822,1,6,1141,-1.44,3.19,2.68,-0.35,0.67,0.07,103.63,-58.93,-106.34
11879,1,6,1198,-2.36,3.73,3.70,-0.36,0.66,0.10,-7.11,50.37,-38.25
11936,1,6,1255,-4.86,1.89,4.08,-0.37,0.66,0.07,-100.16,75.38,25.70
11993,1,6,1312,-4.28,-0.38,6.14,-0.37,0.67,0.03,-171.26,93.02,71.25
12050,1,6,1369,-4.76,-3.82,9.67,-0.33,0.67,-0.07,-219.98,119.64,97.19
12107,1,6,1426,-7.37,-7.17,12.61,-0.29,0.66,-0.15,-246.04,95.10,115.21
12164,1,6,1483,-8.52,-6.90,10.59,-0.25,0.63,-0.22,-244.91,38.26,114.44
12221,1,6,1540,-5.94,-7.75,9.47,-0.21,0.58,-0.26,-216.94,3.77,99.11
12278,1,6,1597,-9.50,-5.54,8.85,-0.19,0.50,-0.29,-171.74,-2.90,94.39
12335,1,6,1654,-10.38,-6.20,7.30,-0.20,0.46,-0.30,-134.75,-91.02,89.57
12392,1,6,1711,-6.79,-4.20,8.71,-0.21,0.43,-0.30,-84.11,73.18,71.02
12449,1,6,1768,-8.58,-3.60,8.07,-0.19,0.42,-0.30,-43.61,-13.44,61.78
12506,1,6,1825,-4.39,-2.88,6.87,-0.20,0.40,-0.31,-18.48,29.40,45.66
12563,1,6,1882,-7.23,-1.30,6.33,-0.19,0.40,-0.31,-8.82,-11.79,26.02
12620,1,6,1939,-6.28,-1.83,6.10,-0.19,0.40,-0.30,-5.38,-9.19,14.94
12677,1,6,1996,-5.91,-2.20,7.95,-0.19,0.40,-0.31,1.87,1.29,3.72
12734,1,6,2053,-6.10,-1.84,8.32,-0.19,0.41,-0.31,6.77,21.55,-9.81
12816,1,7,1,-7.32,-0.96,7.29,-0.19,0.39,-0.29,5.20,-23.42,-7.35
12874,1,7,58,-6.22,-0.86,7.22,-0.19,0.40,-0.30,2.74,-4.87,-0.17
12931,1,7,115,-6.47,-1.07,7.44,-0.20,0.40,-0.30,0.88,6.44,1.50
12988,1,7,172,-6.45,-0.84,7.48,-0.20,0.40,-0.30,0.52,-0.72,3.22
13045,1,7,229,-6.47,-0.72,7.59,-0.20,0.41,-0.30,3.14,-2.04,3.39
13102,1,7,286,-6.64,-0.84,7.08,-0.20,0.42,-0.30,1.55,-2.30,-0.85
13159,1,7,343,-7.67,3.20,6.71,-0.20,0.41,-0.30,-14.78,13.13,-6.06
13216,1,7,400,-9.80,14.71,6.05,-0.19,0.40,-0.31,-58.00,50.08,-16.54
13273,1,7,457,-19.55,17.76,12.47,-0.18,0.37,-0.30,-137.70,-49.96,-9.21
13330,1,7,514,-9.25,8.80,19.60,-0.19,0.32,-0.30,-193.00,-181.32,-37.11
13387,1,7,571,-6.40,-1.74,18.88,-0.25,0.24,-0.22,-194.34,-105.78,-81.72
13444,1,7,628,-6.96,-7.57,14.34,-0.25,0.19,-0.19,-158.73,-85.79,-94.07
13501,1,7,685,-7.04,-10.25,6.16,-0.24,0.14,-0.14,-116.90,10.18,-83.78
13558,1,7,742,-8.31,-8.99,0.79,-0.23,0.11,-0.11,-77.99,-56.62,-59.54
13615,1,7,799,-2.64,-8.26,-0.05,-0.22,0.09,-0.07,-16.07,-103.87,-23.16
13672,1,7,856,-3.46,-7.72,3.38,-0.23,0.09,-0.07,66.91,-41.50,30.96
13729,1,7,913,-9.54,-9.54,5.54,-0.24,0.10,-0.08,155.10,35.72,91.22
13786,1,7,970,-14.74,-6.65,12.13,-0.27,0.18,-0.16,250.34,18.17,146.91
13843,1,7,1027,-19.60,-6.21,19.60,-0.30,0.27,-0.23,286.68,-27.38,186.73
13900,1,7,1084,-18.16,-4.07,19.60,-0.32,0.39,-0.24,286.68,123.18,178.33
13957,1,7,1141,-19.60,2.15,19.60,-0.27,0.54,-0.24,286.68,57.22,64.81
14014,1,7,1198,-14.33,4.49,19.60,-0.26,0.70,-0.12,286.68,15.46,15.47
14071,1,7,1255,-5.19,0.50,12.44,-0.26,0.74,-0.02,286.68,40.46,-49.33
14128,1,7,1312,2.80,5.82,8.70,-0.27,0.74,0.06,177.76,-111.30,-47.61
14185,1,7,1369,-2.71,7.50,1.93,-0.29,0.73,0.11,62.28,0.00,-41.43
14242,1,7,1426,-2.18,5.19,1.84,-0.31,0.71,0.12,-35.82,67.08,-36.36
14299,1,7,1483,-5.50,1.94,2.31,-0.31,0.70,0.09,-118.04,38.96,-21.37
14356,1,7,1540,-6.37,-1.47,6.47,-0.31,0.70,0.05,-179.51,92.66,-9.27
14413,1,7,1597,-8.94,-3.70,8.38,-0.33,0.70,-0.02,-222.23,58.54,4.22
14470,1,7,1654,-10.07,-4.54,9.68,-0.31,0.67,-0.12,-243.28,2.79,6.56
14527,1,7,1711,-7.29,-5.22,11.56,-0.31,0.64,-0.17,-240.70,42.70,-0.14
14584,1,7,1768,-7.59,-8.43,12.83,-0.30,0.58,-0.21,-218.33,64.55,9.31
14641,1,7,1825,-9.88,-7.65,7.75,-0.28,0.53,-0.25,-182.18,21.59,21.36
14698,1,7,1882,-7.65,-7.37,7.90,-0.28,0.46,-0.28,-137.45,-3.51,34.03
14755,1,7,1939,-8.27,-6.64,8.32,-0.25,0.43,-0.28,-95.44,159.42,42.65
14812,1,7,1996,-17.94,-4.07,4.77,-0.22,0.40,-0.30,-65.64,-3.58,60.17
14869,1,7,2053,-6.46,-2.16,6.94,-0.22,0.38,-0.30,-42.87,9.41,63.74
14951,1,8,1,-8.19,-1.76,4.29,-0.22,0.38,-0.30,-16.69,-16.95,36.82
15009,1,8,58,-5.24,-1.13,8.03,-0.22,0.39,-0.30,-8.58,-39.38,18.37
15066,1,8,115,-6.86,0.73,7.14,-0.24,0.38,-0.28,-2.90,-10.80,-0.46
15123,1,8,172,-7.51,-0.73,6.44,-0.25,0.38,-0.29,1.48,-31.59,-2.45
15180,1,8,229,-6.77,-0.62,6.60,-0.25,0.38,-0.29,7.47,30.74,0.74
15237,1,8,286,-7.71,-0.77,6.64,-0.23,0.39,-0.30,9.22,13.09,2.84
15294,1,8,343,-8.46,0.22,5.77,-0.23,0.40,-0.29,4.24,18.63,4.96
15351,1,8,400,-8.28,8.51,5.80,-0.21,0.39,-0.31,-18.66,110.32,-6.19
15408,1,8,457,-14.96,18.05,6.81,-0.18,0.38,-0.30,-80.13,71.44,-6.72
15465,1,8,514,-12.13,15.42,16.95,-0.17,0.34,-0.30,-151.16,-78.69,0.28
15522,1,8,571,-6.96,1.78,18.35,-0.20,0.30,-0.27,-181.27,-175.60,-22.39
15579,1,8,628,-4.84,-7.47,12.95,-0.24,0.22,-0.22,-157.60,-121.83,-61.99
15636,1,8,685,-5.26,-12.24,9.53,-0.26,0.18,-0.18,-105.92,-8.79,-71.29
15693,1,8,742,-6.19,-15.51,3.94,-0.25,0.15,-0.16,-31.96,-103.27,-44.24
15750,1,8,799,-3.29,-15.74,1.94,-0.26,0.15,-0.14,55.27,-71.72,23.89
15807,1,8,856,-5.18,-14.34,8.24,-0.29,0.17,-0.16,150.74,29.85,103.71
15864,1,8,913,-15.79,-9.62,14.57,-0.30,0.24,-0.19,253.79,50.34,158.14
15921,1,8,970,-19.60,-4.17,19.60,-0.31,0.34,-0.24,286.68,-2.74,171.59
